timestamp	from_account	to_account	amount	location	is_fraud
2025-06-03 08:30:31	18417274	15374922	391716	HU	0
2025-06-03 08:35:02	51798865	44209271	846264	PL	0
2025-06-03 08:51:12	68874543	47310194	130029252	PL	1
2025-06-03 08:58:41	19127544	49121261	187001	PL	0
2025-06-03 08:19:35	35308467	79063758	127484309	RO	1
2025-06-03 08:34:21	72291894	28911212	3453042	RO	1
2025-06-03 08:44:09	97622752	13319071	543977	DE	0
2025-06-03 08:32:41	74066068	86926727	768263	PL	0
2025-06-03 08:35:00	78016188	98702597	74564	RO	0
2025-06-03 08:44:49	74254367	84087600	720714	DE	0
2025-06-03 08:42:24	41669262	16071001	134852	RO	0
2025-06-03 08:03:46	18843794	25038713	504471	RO	0
2025-06-03 08:22:32	32417215	70128603	105218	DE	0
2025-06-03 08:43:24	66076320	18880811	822152	HU	0
2025-06-03 08:58:25	70149090	62205108	539937	DE	0
2025-06-03 08:28:02	58268449	85427574	233401	DE	0
2025-06-03 08:46:32	82758042	20952950	1261131	HU	1
2025-06-03 08:05:40	79928340	29941561	240245	DE	0
2025-06-03 08:54:46	20077443	82969761	13531	SK	0
2025-06-03 08:50:40	48200475	68327227	725761	SK	0
2025-06-03 08:15:55	14371451	13229264	467013	PL	0
2025-06-03 08:36:25	36901845	36644210	771646	SK	0
2025-06-03 08:41:39	43234504	54588004	192349045	PL	1
2025-06-03 08:54:28	89790062	33169101	915401	DE	0
2025-06-03 08:25:28	12744188	61319398	84068	SK	0
2025-06-03 08:08:18	86355816	95735082	136142	PL	0
2025-06-03 08:15:31	15788584	50264912	743567	DE	0
2025-06-03 08:05:49	21946712	34306331	287172	HU	0
2025-06-03 08:58:41	86486341	13953059	628227	HU	0
2025-06-03 08:01:41	54279412	29030184	76210	SK	0
2025-06-03 08:50:58	24542666	94669644	668735	SK	0
2025-06-03 08:44:46	90684893	85555241	416942	SK	0
2025-06-03 08:50:33	81914298	55444369	878245	RO	0
2025-06-03 08:48:26	84209014	19067990	14376	SK	0
2025-06-03 08:55:37	62340635	79952901	514524	PL	0
2025-06-03 08:13:57	28722602	59177937	540560	PL	0
2025-06-03 08:47:09	83121428	34929547	3138502	RO	1
2025-06-03 08:52:40	41115787	96962588	700958	PL	0
2025-06-03 08:46:12	96621306	13091126	263463	HU	0
2025-06-03 08:31:01	50510573	12033090	452574	SK	0
2025-06-03 08:45:55	15854714	75253004	781461	SK	0
2025-06-03 08:52:51	91695474	75944225	619327	DE	0
2025-06-03 08:23:00	88082780	76943432	772613	SK	0
2025-06-03 08:35:29	20000165	60448112	87556	RO	0
2025-06-03 08:27:38	40484481	65186447	140132	PL	0
2025-06-03 08:47:03	87190905	61024399	427791	HU	0
2025-06-03 08:37:16	64054129	39914245	979617	SK	0
2025-06-03 08:59:54	88047530	23163293	552770	PL	0
2025-06-03 08:42:09	84641033	44501812	11451	RO	0
2025-06-03 08:07:32	56636111	81385060	327241	SK	0
2025-06-03 08:16:22	22793464	39778483	157240	DE	0
2025-06-03 08:25:03	89706551	64756415	424483	HU	0
2025-06-03 08:15:16	71524612	94088693	872364	DE	0
2025-06-03 08:26:01	41040520	67027214	770273	RO	0
2025-06-03 08:11:50	80790852	82929817	892798	HU	0
2025-06-03 08:30:02	41258160	75944575	641929	SK	0
2025-06-03 08:20:19	36721495	80083472	750453	PL	0
2025-06-03 08:01:32	65939923	86527430	937816	RO	0
2025-06-03 08:24:56	16163249	34380422	530164	HU	0
2025-06-03 08:48:19	46601913	97800817	585197	PL	0
2025-06-03 08:28:02	47222608	52263995	130803	HU	0
2025-06-03 08:56:16	46800645	13496440	92008	PL	0
2025-06-03 08:58:07	23677535	93508956	324817	SK	0
2025-06-03 08:31:14	41830478	16060211	490578	HU	0
2025-06-03 08:02:44	18177215	92112146	86461	DE	0
2025-06-03 08:03:01	13683996	70203717	164302334	HU	1
2025-06-03 08:00:43	22423853	26139147	121285024	RO	1
2025-06-03 08:55:45	68322907	24415807	776935	SK	0
2025-06-03 08:05:08	89658297	91923429	339596	PL	0
2025-06-03 08:47:39	11561547	77623908	57558646	SK	1
2025-06-03 08:56:12	90362417	50186516	483151	HU	0
2025-06-03 08:47:01	87923362	69110178	4693192	DE	1
2025-06-03 08:55:38	79559405	79485018	1749433	DE	1
2025-06-03 08:54:16	50418448	13069423	290763	PL	0
2025-06-03 08:57:17	26702255	48696099	243627	DE	0
2025-06-03 08:19:43	42690949	91807284	882867	PL	0
2025-06-03 08:20:35	99491356	16434803	824192	RO	0
2025-06-03 08:39:14	12673175	82541876	593359	RO	0
2025-06-03 08:31:21	63651332	75166657	740453	PL	0
2025-06-03 08:09:59	21166361	45465025	772922	SK	0
2025-06-03 08:35:25	82759887	80930557	866318	SK	0
2025-06-03 08:15:25	96022099	94612958	877046	RO	0
2025-06-03 08:19:36	56500225	88752253	423559	DE	0
2025-06-03 08:45:11	83627612	92472381	334332	SK	0
2025-06-03 08:31:53	30742628	42142349	3016129	HU	1
2025-06-03 08:48:48	26084847	76585838	606817	DE	0
2025-06-03 08:13:14	74023736	39961892	4724782	SK	1
2025-06-03 08:57:15	74120935	70343432	547149	DE	0
2025-06-03 08:37:26	60914039	23232882	503432	PL	0
2025-06-03 08:03:11	47058537	18282574	31967	HU	0
2025-06-03 08:37:40	43459336	61306409	487273	PL	0
2025-06-03 08:15:17	59495463	15573935	624803	DE	0
2025-06-03 08:34:35	82079531	39597765	449712	DE	0
2025-06-03 08:39:51	83763923	29403477	880512	SK	0
2025-06-03 08:25:52	36183913	24414838	178986	HU	0
2025-06-03 08:36:42	63042736	75976755	235544	HU	0
2025-06-03 08:02:20	86939709	18006401	514816	DE	0
2025-06-03 08:30:31	26588296	63624171	719941	DE	0
2025-06-03 08:26:36	10799601	38818906	505407	HU	0
2025-06-03 08:46:10	66435002	49696880	147044055	PL	1
2025-06-03 08:19:59	70442790	20710646	4000341	SK	1
2025-06-03 08:40:31	55604926	50219779	703911	PL	0
2025-06-03 08:16:50	32961040	79381277	117346	SK	0
2025-06-03 08:46:53	28406260	18665839	55942823	HU	1
2025-06-03 08:37:18	36266948	64497506	3031514	HU	1
2025-06-03 08:08:00	38726337	63447549	100036	RO	0
2025-06-03 08:51:05	51510494	81846136	560788	DE	0
2025-06-03 08:58:47	70361227	58919355	937845	HU	0
2025-06-03 08:52:02	38378390	12840626	982602	HU	0
2025-06-03 08:04:35	76007355	31745376	4205659	DE	1
2025-06-03 08:11:03	29001222	84218157	357908	HU	0
2025-06-03 08:59:10	61151184	97347062	971627	DE	0
2025-06-03 08:02:34	21663469	51466264	377262	HU	0
2025-06-03 08:14:19	52627956	85987000	1179291	SK	1
2025-06-03 08:24:41	51729602	92964949	582534	RO	0
2025-06-03 08:40:49	68567575	34828396	179134	HU	0
2025-06-03 08:43:23	39749187	90728614	728668	HU	0
2025-06-03 08:48:00	50095801	55858825	185368	SK	0
2025-06-03 08:00:57	37133764	35231293	109303588	DE	1
2025-06-03 08:03:40	58014552	11772446	2375899	RO	1
2025-06-03 08:03:01	36585193	67959860	771655	PL	0
2025-06-03 08:18:39	82280941	70463703	672170	DE	0
2025-06-03 08:40:31	55312841	81407936	137619330	HU	1
2025-06-03 08:07:50	43930011	76073486	453288	SK	0
2025-06-03 08:45:30	18539564	97427301	1185434	RO	1
2025-06-03 08:44:18	50208363	52048119	157371	DE	0
2025-06-03 08:09:30	26789985	67022970	1066383	RO	1
2025-06-03 08:20:48	87127649	67019012	979234	HU	0
2025-06-03 08:25:05	15378513	60436768	742539	HU	0
2025-06-03 08:34:41	54191044	50651878	939356	SK	0
2025-06-03 08:55:57	29561081	48759523	1513759	PL	1
2025-06-03 08:10:37	98503929	21957652	4293283	HU	1
2025-06-03 08:08:29	59437458	31182822	666721	SK	0
2025-06-03 08:46:12	24713007	41202284	292430	PL	0
2025-06-03 08:40:56	65821919	62226616	530046	PL	0
2025-06-03 08:31:12	90473214	44032668	84018	SK	0
2025-06-03 08:38:07	21127368	18075133	161839	HU	0
2025-06-03 08:09:06	48622548	84223328	764246	DE	0
2025-06-03 08:42:22	82258418	53388921	677718	HU	0
2025-06-03 08:18:45	99927626	62250152	927558	HU	0
2025-06-03 08:00:47	20994814	76035850	938753	PL	0
2025-06-03 08:42:47	49588696	52712080	4118364	RO	1
2025-06-03 08:02:01	99011550	93485942	676995	PL	0
2025-06-03 08:18:07	87042935	99189976	453348	SK	0
2025-06-03 08:11:06	66621753	72295996	855649	PL	0
2025-06-03 08:08:04	44953229	55655840	790379	DE	0
2025-06-03 08:10:09	74567044	43890626	39197	RO	0
2025-06-03 08:14:47	30771121	12177571	226566	HU	0
2025-06-03 08:47:16	48463914	20295074	121758	PL	0
2025-06-03 08:26:40	28475755	90752813	409457	RO	0
2025-06-03 08:15:34	84922432	63399925	302389	SK	0
2025-06-03 08:03:37	35780926	99652629	946187	PL	0
2025-06-03 08:29:51	15417639	19909594	497759	HU	0
2025-06-03 08:44:10	87195568	89390025	3877519	PL	1
2025-06-03 08:07:47	52233310	62237815	699841	RO	0
2025-06-03 08:26:57	99735317	71401303	410483	PL	0
2025-06-03 08:09:14	36950727	36507727	79122590	HU	1
2025-06-03 08:31:08	74330288	36997730	992181	HU	0
2025-06-03 08:05:27	97936032	46264555	649484	HU	0
2025-06-03 08:10:11	16340995	32892692	48438	PL	0
2025-06-03 08:18:09	71339353	85627697	605983	DE	0
2025-06-03 08:33:46	39718281	69854742	322080	SK	0
2025-06-03 08:58:14	59311217	62741547	351648	HU	0
2025-06-03 08:25:16	96509485	36388086	1843410	HU	1
2025-06-03 08:48:13	89436321	70228571	784195	DE	0
2025-06-03 08:23:08	29103631	33760148	314698	SK	0
2025-06-03 08:50:57	77243600	75934368	512982	HU	0
2025-06-03 08:54:03	66183217	77700666	142769070	DE	1
2025-06-03 08:07:23	10643913	83972757	2668363	HU	1
2025-06-03 08:51:01	24203390	46251091	661534	HU	0
2025-06-03 08:40:34	86624333	73975281	945242	HU	0
2025-06-03 08:40:39	41799374	43948695	81175	DE	0
2025-06-03 08:36:46	51010127	23677026	98384	PL	0
2025-06-03 08:29:47	21780008	41072839	546646	SK	0
2025-06-03 08:46:05	35522796	54573937	454131	PL	0
2025-06-03 08:04:11	13103439	87473728	731729	PL	0
2025-06-03 08:44:32	25997236	83655828	844369	PL	0
2025-06-03 08:42:06	58811654	74162776	717741	HU	0
2025-06-03 08:04:40	29184785	80035743	772663	HU	0
2025-06-03 08:42:36	82382337	85415226	779076	RO	0
2025-06-03 08:58:32	10647597	58159525	638732	SK	0
2025-06-03 08:29:53	12410284	10319555	158559	DE	0
2025-06-03 08:01:12	20746856	89984244	752269	SK	0
2025-06-03 09:00:01	50282472	12351488	531400	HU	0
2025-06-03 08:23:23	17962860	59528362	86112	HU	0
2025-06-03 08:29:34	91975644	58817789	415889	PL	0
2025-06-03 08:06:34	34329380	39617877	996147	PL	0
2025-06-03 08:37:21	37612278	90105005	203002	PL	0
2025-06-03 08:12:49	83506334	58774650	30860	RO	0
2025-06-03 08:30:04	86244015	54224045	350463	HU	0
2025-06-03 08:27:10	78233275	54256710	36230092	PL	1
2025-06-03 08:55:50	18464341	12210859	860478	PL	0
2025-06-03 08:09:47	45241113	96912518	934563	PL	0
2025-06-03 08:15:40	63006047	78858366	616040	HU	0
2025-06-03 08:14:25	26828116	23455319	930373	SK	0
2025-06-03 08:10:37	93144030	45928843	349010	DE	0
2025-06-03 08:07:35	21546188	67908229	944983	SK	0
2025-06-03 08:00:33	28309376	87878025	979809	SK	0
2025-06-03 08:07:27	97453821	63975624	618877	RO	0
2025-06-03 08:28:25	84527965	63429861	3111876	SK	1
2025-06-03 08:15:33	63839884	49668756	655206	DE	0
2025-06-03 08:48:47	16817891	53640934	64740	DE	0
2025-06-03 08:53:39	84835621	25044731	646194	RO	0
2025-06-03 08:53:47	62257449	72043712	921965	RO	0
2025-06-03 08:07:56	83515009	24893397	906102	HU	0
2025-06-03 08:29:10	80027937	15011575	600867	RO	0
2025-06-03 08:13:20	78220756	50080905	591148	SK	0
2025-06-03 08:27:10	83355918	98449726	239552	PL	0
2025-06-03 08:43:22	73433454	55541136	372636	RO	0
2025-06-03 08:28:43	47092184	85401626	266146	PL	0
2025-06-03 08:08:17	44396706	62144848	78517	RO	0
2025-06-03 08:42:47	96973931	19724193	291429	HU	0
2025-06-03 08:01:45	96898894	69958467	309041	PL	0
2025-06-03 08:17:34	13648067	35627443	558135	PL	0
2025-06-03 08:47:24	55688078	62595874	851413	HU	0
2025-06-03 08:18:10	70928905	43900799	64802498	DE	1
2025-06-03 08:25:23	51798635	12740295	945454	PL	0
2025-06-03 08:05:05	75193860	83547848	695351	DE	0
2025-06-03 08:42:39	62090586	23808461	584603	RO	0
2025-06-03 08:20:04	20329073	23055006	628856	SK	0
2025-06-03 08:21:19	12319714	40917795	69839	SK	0
2025-06-03 08:50:03	96599301	83959214	447905	PL	0
2025-06-03 08:02:03	26191208	61613102	732020	SK	0
2025-06-03 08:04:15	35986632	48590300	3040359	DE	1
2025-06-03 08:57:09	21729106	86696115	832757	HU	0
2025-06-03 08:29:05	90812034	16998126	730261	HU	0
2025-06-03 08:09:05	48198667	60280821	563639	SK	0
2025-06-03 08:30:38	11532741	52300322	445375	PL	0
2025-06-03 08:11:53	77850094	41158015	540671	HU	0
2025-06-03 08:57:27	61974971	31812436	966978	DE	0
2025-06-03 08:46:39	31051380	94172162	117294	DE	0
2025-06-03 08:59:03	58555926	18950201	425369	PL	0
2025-06-03 08:14:20	60225248	85336490	139366	RO	0
2025-06-03 08:24:07	78499818	68544050	236093	PL	0
2025-06-03 08:32:59	86370639	51137457	332912	HU	0
2025-06-03 08:59:12	16300882	25407492	16360	RO	0
2025-06-03 08:39:22	70190241	30947984	354409	DE	0
2025-06-03 08:03:37	79933327	35765381	493795	RO	0
2025-06-03 08:56:46	29093543	96533853	860627	PL	0
2025-06-03 08:40:23	27077188	37904308	830620	RO	0
2025-06-03 08:08:23	48222667	31117154	756370	DE	0
2025-06-03 08:49:16	96998550	36262849	987552	HU	0
2025-06-03 08:31:30	83763054	21464995	378686	PL	0
2025-06-03 08:06:42	50165323	93870515	38768238	SK	1
2025-06-03 08:28:08	50956536	15309665	777754	SK	0
2025-06-03 08:50:03	83140770	94046133	207086	DE	0
2025-06-03 08:09:41	41230251	69955477	65601110	DE	1
2025-06-03 08:00:59	13071414	16173880	306057	PL	0
2025-06-03 08:07:12	82796848	67977776	2121218	PL	1
2025-06-03 08:02:57	49433441	73192731	928480	SK	0
2025-06-03 08:41:51	12843890	33996187	815401	SK	0
2025-06-03 08:51:40	95230849	84716504	996150	PL	0
2025-06-03 08:57:50	99920728	35596115	2675371	HU	1
2025-06-03 08:37:09	90267361	19606499	91750	DE	0
2025-06-03 08:04:36	86648164	97938557	940115	HU	0
2025-06-03 08:58:32	34348742	26038223	401175	RO	0
2025-06-03 08:12:04	46355670	81590767	164420	SK	0
2025-06-03 08:48:48	40630110	80845220	73674	SK	0
2025-06-03 08:05:35	20149271	56844679	687043	RO	0
2025-06-03 08:42:38	91830335	74105247	3200736	PL	1
2025-06-03 08:50:40	67307894	68929661	424913	DE	0
2025-06-03 08:56:21	75896804	57297651	425725	HU	0
2025-06-03 08:22:01	84461170	85824437	14632	PL	0
2025-06-03 08:32:55	17836847	63143772	697907	HU	0
2025-06-03 08:40:33	43244817	34641632	12154	RO	0
2025-06-03 08:13:35	94181028	51330390	900609	RO	0
2025-06-03 08:48:40	24214599	33015969	59179	HU	0
2025-06-03 08:55:05	68198123	37620440	889328	DE	0
2025-06-03 08:43:41	59858483	83971901	2291598	DE	1
2025-06-03 08:04:01	28914992	25291383	3533622	HU	1
2025-06-03 08:29:04	36055899	93887584	804512	DE	0
2025-06-03 08:20:27	28152207	82572297	528311	DE	0
2025-06-03 08:39:54	45096760	96586482	997787	RO	0
2025-06-03 08:52:59	91437196	43777264	699419	RO	0
2025-06-03 08:08:14	94331120	89725185	891340	DE	0
2025-06-03 08:10:44	95311190	55276861	308922	PL	0
2025-06-03 08:52:42	72636567	12301935	218725	SK	0
2025-06-03 08:15:21	73901438	48107224	26612935	DE	1
2025-06-03 08:55:00	26504220	72323966	256891	PL	0
2025-06-03 08:05:17	34546734	38879858	898794	DE	0
2025-06-03 08:31:08	98327334	24794763	538662	HU	0
2025-06-03 08:19:45	94611165	42051894	663564	PL	0
2025-06-03 08:56:40	30005952	17582202	990020	RO	0
2025-06-03 08:24:17	48010730	90826765	685316	HU	0
2025-06-03 08:45:20	28097061	56604204	277495	PL	0
2025-06-03 08:48:35	51703287	81876148	986821	HU	0
2025-06-03 08:56:15	49126948	89887441	69428	DE	0
2025-06-03 08:49:01	63059087	74591303	685110	HU	0
2025-06-03 08:19:39	28945536	21433287	129265	SK	0
2025-06-03 08:35:24	19539647	20543167	151586	PL	0
2025-06-03 08:35:31	93791996	11188474	62474	DE	0
2025-06-03 08:31:09	77659232	77713971	399511	HU	0
2025-06-03 08:03:24	85835560	12523764	19648	RO	0
2025-06-03 08:46:02	44608295	34524065	36042	HU	0
2025-06-03 08:04:19	22840744	75958238	311943	RO	0
2025-06-03 08:14:13	29376723	49052258	735765	PL	0
2025-06-03 08:42:45	65429681	68998458	91951	SK	0
2025-06-03 08:35:32	27069387	42440650	80000	SK	0
2025-06-03 08:41:16	62012066	54148470	436504	SK	0
2025-06-03 08:24:08	39335112	40881242	435968	DE	0
2025-06-03 08:19:08	98503843	11789109	521203	SK	0
2025-06-03 08:17:28	82558818	38383949	3220501	SK	1
2025-06-03 08:45:10	38567231	67973778	315057	PL	0
2025-06-03 08:43:19	75656099	99531099	237574	DE	0
2025-06-03 08:56:48	46914011	43544833	565423	HU	0
2025-06-03 08:24:58	74618106	95328026	779057	HU	0
2025-06-03 08:41:22	52751650	54477022	664676	HU	0
2025-06-03 08:28:31	56931322	70281896	4326854	SK	1
2025-06-03 08:08:37	55282655	70729148	737977	HU	0
2025-06-03 08:12:25	27159468	70264151	977475	RO	0
2025-06-03 08:46:37	42454000	10383192	267908	RO	0
2025-06-03 08:30:33	77372613	82657516	693085	HU	0
2025-06-03 08:11:47	22733189	63555181	403551	SK	0
2025-06-03 08:14:33	34660324	31798466	552493	DE	0
2025-06-03 08:46:22	31508195	56689571	892564	PL	0
2025-06-03 08:57:47	23531603	63333144	3382296	DE	1
2025-06-03 08:21:13	60886018	94494762	275720	PL	0
2025-06-03 08:56:47	63405069	36741504	393512	DE	0
2025-06-03 08:09:20	99046130	93120993	682194	PL	0
2025-06-03 08:04:14	46080132	42744146	942578	RO	0
2025-06-03 08:18:56	58931653	51700246	160289	DE	0
2025-06-03 08:59:12	86697319	57540090	124989	HU	0
2025-06-03 08:22:54	76269126	60947233	76309	HU	0
2025-06-03 08:53:34	30064177	62709079	685618	RO	0
2025-06-03 08:42:17	47293938	25069832	607487	HU	0
2025-06-03 08:11:33	11849238	83401651	116390	SK	0
2025-06-03 08:28:00	54610746	74907004	600121	RO	0
2025-06-03 08:02:49	52479405	13834285	891871	SK	0
2025-06-03 08:28:46	70503987	90537736	436444	SK	0
2025-06-03 08:35:53	49282207	23662453	596167	DE	0
2025-06-03 08:18:15	75228058	33518236	938175	SK	0
2025-06-03 08:46:03	77756192	12855691	881308	SK	0
2025-06-03 08:51:07	26077427	14098366	589472	DE	0
2025-06-03 08:51:37	95470281	98432903	229723	DE	0
2025-06-03 08:17:18	87673024	39789144	269843	PL	0
2025-06-03 08:30:28	25256580	14677547	773584	HU	0
2025-06-03 08:00:04	11881898	32896709	719368	PL	0
2025-06-03 08:09:48	79728918	29221753	661186	PL	0
2025-06-03 08:24:24	53223299	52980238	4803158	RO	1
2025-06-03 08:32:18	38274939	27053472	444202	PL	0
2025-06-03 08:56:06	62672443	67397862	133741006	HU	1
2025-06-03 08:38:13	73363320	57350158	3589702	RO	1
2025-06-03 08:32:52	84646634	27673961	4497286	SK	1
2025-06-03 08:41:31	41349282	80433890	754901	PL	0
2025-06-03 08:59:47	82784746	60428634	852308	SK	0
2025-06-03 08:32:17	96545772	22301803	581743	SK	0
2025-06-03 08:17:16	79017489	31940619	819330	HU	0
2025-06-03 08:34:05	19275401	12791338	121202	PL	0
2025-06-03 08:24:50	78299759	20383495	598803	SK	0
2025-06-03 08:50:45	22334920	45974916	760340	SK	0
2025-06-03 08:02:53	42149529	51379944	993397	SK	0
2025-06-03 08:59:59	51212807	65088619	604598	RO	0
2025-06-03 08:03:39	95103241	24273675	547278	SK	0
2025-06-03 08:28:06	71625888	48526641	355102	SK	0
2025-06-03 08:43:01	73405954	74681942	406890	HU	0
2025-06-03 08:01:42	19772645	35757077	774744	DE	0
2025-06-03 08:15:07	45188399	79041892	316255	HU	0
2025-06-03 08:38:58	18569203	75416040	130490	SK	0
2025-06-03 08:57:58	60537968	36028862	393689	HU	0
2025-06-03 08:56:10	68357168	15878282	884927	RO	0
2025-06-03 08:15:53	82585002	88224321	730536	SK	0
2025-06-03 08:43:47	79597205	42451543	573161	SK	0
2025-06-03 08:29:46	82114289	92854501	929952	DE	0
2025-06-03 08:08:36	88579860	74775829	861961	SK	0
2025-06-03 08:27:38	36522113	99470916	801495	SK	0
2025-06-03 08:11:04	54501422	11900523	662346	DE	0
2025-06-03 08:55:50	32312229	33887902	774682	DE	0
2025-06-03 08:43:11	22567516	89642193	252142	HU	0
2025-06-03 08:41:59	36581954	26010407	170934	HU	0
2025-06-03 08:48:43	19313234	98404276	896744	DE	0
2025-06-03 08:40:13	41411104	99762963	620321	SK	0
2025-06-03 08:34:20	26842321	69909371	485809	DE	0
2025-06-03 08:20:07	33298131	63495790	282665	RO	0
2025-06-03 08:30:00	79095849	32032519	227357	PL	0
2025-06-03 08:22:07	65653274	96772038	810385	DE	0
2025-06-03 08:53:40	26049193	63852787	915291	RO	0
2025-06-03 08:40:00	80832520	69828621	407347	DE	0
2025-06-03 08:32:34	44537489	53336355	3494141	PL	1
2025-06-03 08:11:28	20473769	26577316	379991	RO	0
2025-06-03 08:07:16	61222958	77736989	858155	DE	0
2025-06-03 08:54:14	52403514	98004304	836843	DE	0
2025-06-03 08:58:59	91089879	28485807	708650	HU	0
2025-06-03 08:32:46	24574775	20903567	152467	DE	0
2025-06-03 08:49:57	49575243	73481053	766376	PL	0
2025-06-03 08:37:54	24797248	65485102	654884	DE	0
2025-06-03 08:06:06	67575297	11761351	379754	HU	0
2025-06-03 08:04:09	44760054	69257134	154692	RO	0
2025-06-03 08:40:00	97403068	80991889	471166	DE	0
2025-06-03 08:48:19	65097005	48398469	19141	PL	0
2025-06-03 08:50:00	87588044	78649006	497959	HU	0
2025-06-03 08:07:22	82272084	26685107	692337	RO	0
2025-06-03 08:00:49	17581058	42683101	2463853	RO	1
2025-06-03 08:12:04	25296454	73476922	4459339	PL	1
2025-06-03 08:33:25	59881879	54591037	191315	SK	0
2025-06-03 08:16:46	13045060	76540756	572111	HU	0
2025-06-03 08:09:51	12943252	88698665	455916	SK	0
2025-06-03 08:42:50	76073766	82949457	655827	RO	0
2025-06-03 08:41:09	31003884	16714674	327740	SK	0
2025-06-03 08:20:43	38509340	55155591	32958	SK	0
2025-06-03 08:16:27	64174150	32582336	539325	HU	0
2025-06-03 08:43:33	30001913	20536577	544042	SK	0
2025-06-03 08:33:40	89651691	76576537	365310	RO	0
2025-06-03 08:02:20	73927513	64584750	932996	RO	0
2025-06-03 08:14:04	30802677	38629742	173798	RO	0
2025-06-03 08:01:36	81218066	15436657	904820	RO	0
2025-06-03 08:45:00	31718255	45854243	400845	PL	0
2025-06-03 08:25:05	39403422	71516294	808865	PL	0
2025-06-03 08:31:31	28799712	71917209	607310	DE	0
2025-06-03 08:35:53	13664923	50630385	328051	PL	0
2025-06-03 08:34:36	64453582	94238993	431234	PL	0
2025-06-03 08:17:48	86600810	89188181	713137	SK	0
2025-06-03 08:02:28	83336767	62149750	972751	PL	0
2025-06-03 08:52:41	81421416	28136810	200131	SK	0
2025-06-03 08:06:20	36425209	21464154	394033	DE	0
2025-06-03 08:38:30	37282757	19646868	1222786	PL	1
2025-06-03 08:41:18	61678087	41359448	914516	DE	0
2025-06-03 08:16:12	88763692	17255733	455597	SK	0
2025-06-03 08:51:58	38229349	35073877	680036	PL	0
2025-06-03 08:55:06	32502442	56373865	42073	PL	0
2025-06-03 08:46:59	23376672	80253924	59159	SK	0
2025-06-03 08:00:12	92659768	40056588	2409854	DE	1
2025-06-03 08:27:27	79685668	68845651	779470	RO	0
2025-06-03 08:36:01	45219666	70660742	543312	SK	0
2025-06-03 08:27:27	25459976	54373162	640072	DE	0
2025-06-03 08:52:33	38536231	30831138	170007	SK	0
2025-06-03 08:12:48	15678288	42778691	4827848	SK	1
2025-06-03 08:33:33	55000541	55084124	40644	DE	0
2025-06-03 08:24:27	80162868	98620978	573506	SK	0
2025-06-03 08:44:07	85445674	20412880	873173	SK	0
2025-06-03 08:52:20	33617494	36174085	695839	HU	0
2025-06-03 08:15:47	26472090	85329332	749279	HU	0
2025-06-03 08:17:44	58585741	71066273	627022	RO	0
2025-06-03 08:25:59	95901968	67950310	755542	SK	0
2025-06-03 08:36:02	61590087	98694230	555825	SK	0
2025-06-03 08:48:20	46541944	86255077	3167062	SK	1
2025-06-03 08:13:58	14868044	99840798	739513	RO	0
2025-06-03 08:22:49	26500681	30194609	795365	RO	0
2025-06-03 08:03:56	97368075	75455314	858090	SK	0
2025-06-03 08:54:29	96501539	99900932	686915	RO	0
2025-06-03 08:10:38	48154130	95149853	968704	PL	0
2025-06-03 08:47:57	45951665	55013958	809966	HU	0
2025-06-03 08:13:42	85620480	91313733	715428	DE	0
2025-06-03 08:04:50	46544051	11780186	370147	PL	0
2025-06-03 08:43:19	44855665	31780606	42100	HU	0
2025-06-03 08:10:28	11395177	36897011	141551	HU	0
2025-06-03 08:25:51	60914642	63417342	344988	HU	0
2025-06-03 08:34:35	50249731	29203063	32701	PL	0
2025-06-03 08:58:07	61682463	34096308	170021593	SK	1
2025-06-03 08:05:06	63310771	88483444	851928	PL	0
2025-06-03 08:52:10	18889098	35223165	27246	RO	0
2025-06-03 08:01:36	11319937	96991173	639184	RO	0
2025-06-03 08:26:41	71482542	26158095	4445721	DE	1
2025-06-03 08:27:26	92471187	34729131	12300202	PL	1
2025-06-03 08:15:38	51325800	16535759	512769	HU	0
2025-06-03 08:37:09	53574318	48990679	408078	SK	0
2025-06-03 08:12:21	10396316	13118450	776870	DE	0
2025-06-03 08:30:36	93112026	57216161	877734	HU	0
2025-06-03 08:46:17	45880943	46374425	472196	SK	0
2025-06-03 08:06:24	38189679	58976966	296721	HU	0
2025-06-03 08:24:05	83139626	91298348	118703	PL	0
2025-06-03 08:46:54	29159689	36229104	197208	HU	0
2025-06-03 08:32:34	89931598	91188557	139512	DE	0
2025-06-03 08:30:39	56718305	91005240	3737410	RO	1
2025-06-03 08:32:46	43514648	52630921	19814	SK	0
2025-06-03 08:41:45	83405922	76433157	166476363	PL	1
2025-06-03 08:15:31	11681632	56892302	459110	SK	0
2025-06-03 08:29:57	59850254	88759250	329607	SK	0
2025-06-03 08:43:20	69831882	42801631	710150	PL	0
2025-06-03 08:20:00	82944808	47046772	65605	DE	0
2025-06-03 08:27:53	41945132	71436689	587931	PL	0
2025-06-03 08:51:24	75924474	17212779	642496	HU	0
2025-06-03 08:17:33	74157160	90863215	98338	PL	0
2025-06-03 08:42:34	21172320	87301685	502606	DE	0
2025-06-03 08:58:31	40023085	34986629	288254	SK	0
2025-06-03 08:34:27	34446546	52321588	843443	DE	0
2025-06-03 08:54:39	17181592	84730671	997362	RO	0
2025-06-03 08:18:10	61204220	91865493	228515	DE	0
2025-06-03 08:56:01	50372651	79419050	196252	HU	0
2025-06-03 08:55:23	86079254	60615847	466486	DE	0
